id,topic,gametype,depth,stacks,line,target_board,note
# ==========================================================================
# B-3x2: マルチウェイ SB donk グラデーション
# 仮説検証: 連結度 × high card で donk 率が決まる
# 「low connected = 低 donk、high disconnected = 高 donk」境界の精密測定
# ==========================================================================
b3z_01,b3_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-C-C / / / ,4h3s2c,432 lowest connect
b3z_02,b3_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-C-C / / / ,8h7s6d,876 mid connect
b3z_03,b3_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-C-C / / / ,Th9s8c,T98 high connect
b3z_04,b3_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-C-C / / / ,Jh8s2c,J82 mid-gap+low
b3z_05,b3_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-C-C / / / ,Qh9s2c,Q92 high-gap+low
b3z_06,b3_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-C-C / / / ,Kh9s2c,K92 K-high-gap
b3z_07,b3_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-C-C / / / ,Ah9s2c,A92 A-high-gap
b3z_08,b3_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-C-C / / / ,Th6s2c,T62 mid-disconnect
b3z_09,b3_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-C-C / / / ,Jh5s2c,J52 mid-disconnect
b3z_10,b3_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-C-C / / / ,Kh5s2c,K52 K-high disconnect
b3z_11,b3_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-C-C / / / ,Kc7s3d,K73 disconnect
b3z_12,b3_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-C-C / / / ,Ah5s2c,A52 wheel-ish
b3z_13,b3_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-C-C / / / ,Qc6s3d,Q63 mid air
b3z_14,b3_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-C-C / / / ,8h5s2c,852 mid-low gap
b3z_15,b3_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-C-C / / / ,9c6s2d,962 mid-low
# ==========================================================================
# B-7x2: ターン cbet サイズ境界の精密測定
# 仮説: 「Kxx+5=101%, Kxx+3=276%」の境界はどこ？
# Ks7d2c の全 turn card で IP cbet サイズを確認
# ==========================================================================
b7z_01,b7_kxx_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / X / ,Ks7d2c3h,Kxx+3 (low)
b7z_02,b7_kxx_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / X / ,Ks7d2c4h,Kxx+4
b7z_03,b7_kxx_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / X / ,Ks7d2c5h,Kxx+5 (実測 101%)
b7z_04,b7_kxx_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / X / ,Ks7d2c6h,Kxx+6
b7z_05,b7_kxx_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / X / ,Ks7d2c8h,Kxx+8
b7z_06,b7_kxx_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / X / ,Ks7d2c9h,Kxx+9
b7z_07,b7_kxx_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / X / ,Ks7d2cTh,Kxx+T
b7z_08,b7_kxx_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / X / ,Ks7d2cJh,Kxx+J
b7z_09,b7_kxx_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / X / ,Ks7d2cQh,Kxx+Q (実測 276%)
b7z_10,b7_kxx_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / X / ,Ks7d2cAh,Kxx+A (実測 101%)
# ==========================================================================
# B-1x2: ターン donk on board pair の boundary
# 仮説: 「ペア化 rank が BB のレンジ密度高い」と donk 多く、低いと 0%
# 同じ flop で異なる pair turn での donk 率比較
# ==========================================================================
b1z_01,b1_pair_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / / ,Ks7d2c5c,K72+5 (no pair, blank)
b1z_02,b1_pair_grad,MTT6mSimple,200.125,200.125-200.125-200.125-200.125-200.125-200.125,F-R2.2-F-F-F-C / X-Rcbet-C / / ,QhJd4s2h,QJ4+2 (low blank)
